-7.26423	18.1206	19.0428	18.2539
-7.2758	18.2001	19.0214	18.2365
-7.27807	18.2796	19.0058	18.2205
-7.27409	18.3591	18.994	18.2065
-7.26679	18.4386	18.9849	18.1942
-7.25803	18.5181	18.9776	18.183
-7.24876	18.5976	18.9715	18.1725
-7.23936	18.6771	18.9661	18.1627
-7.22986	18.7566	18.9612	18.1532
-7.22009	18.8361	18.9565	18.1439
-7.20979	18.9156	18.9518	18.1348
-7.19857	18.9951	18.947	18.1259
-7.18578	19.0746	18.9417	18.1169
-7.1703	19.1541	18.9358	18.1078
-7.15012	19.2336	18.9286	18.0985
-7.12358	19.3131	18.9194	18.0889
-7.0981	19.3926	18.9078	18.079
-7.08701	19.4721	18.8958	18.067
-7.08886	19.5516	18.8858	18.0511
-7.09683	19.6311	18.8782	18.0315
-7.10735	19.7106	18.8723	18.0097
-7.11939	19.7901	18.8676	17.9867
-7.13269	19.8696	18.8637	17.9634
-7.14702	19.9491	18.8605	17.9405
-7.162	20.0286	18.8576	17.9183
-7.17724	20.1081	18.855	17.8973
-7.19246	20.1876	18.8526	17.8774
-7.20754	20.2671	18.8502	17.8586
-7.2225	20.3466	18.8478	17.8407
-7.23744	20.4261	18.8454	17.8234
-7.25255	20.5056	18.843	17.8066
-7.26803	20.5851	18.8406	17.7901
-7.2842	20.6646	18.8382	17.7737
-7.30147	20.7441	18.8359	17.757
-7.32057	20.8236	18.8336	17.7399
-7.34289	20.9031	18.8313	17.7216
-7.3717	20.9826	18.8293	17.7009
-7.41686	21.0621	18.8283	17.6744
-7.51238	21.1416	18.8317	17.6302
-7.66825	21.2211	18.8447	17.5517
-7.71265	21.3006	18.847	17.4842
-7.68545	21.3801	18.8376	17.4356
-7.66333	21.4596	18.8244	17.3966
-7.60161	21.5391	18.8048	17.3607
-7.52546	21.6186	18.7828	17.324
-7.43953	21.6981	18.759	17.2865
-7.34065	21.7776	18.7328	17.247
-7.23802	21.8571	18.7053	17.2091
-7.15873	21.9366	18.6833	17.1818
-7.10586	22.0161	18.6717	17.1691
-7.05544	22.0956	18.6678	17.1687
-6.98204	22.1751	18.6663	17.181
-6.93518	22.2546	18.6626	17.1922
-6.90549	22.3341	18.6618	17.1937
-6.87559	22.4136	18.6633	17.1929
-6.84489	22.4931	18.6656	17.1918
-6.81282	22.5726	18.668	17.191
-6.77832	22.6521	18.6701	17.1906
-6.7398	22.7316	18.6719	17.1904
-6.69503	22.8111	18.6733	17.1905
