-7.66245	22.6519	23.3451	24.0403
-7.64868	22.6917	23.3446	24.0402
-7.63239	22.7314	23.3435	24.0403
-7.61488	22.7712	23.3421	24.0406
-7.59687	22.8109	23.3402	24.041
-7.57893	22.8507	23.3379	24.0416
-7.56149	22.8904	23.3352	24.0424
-7.54493	22.9302	23.332	24.0433
-7.52959	22.9699	23.3283	24.0443
-7.51575	23.0097	23.324	24.0455
-7.5037	23.0494	23.3191	24.0467
-7.49369	23.0892	23.3134	24.0481
-7.48596	23.1289	23.3069	24.0496
-7.48072	23.1687	23.2995	24.0511
-7.47817	23.2084	23.2911	24.0527
-7.47843	23.2482	23.2816	24.0544
-7.48158	23.2879	23.2709	24.0561
-7.48761	23.3277	23.259	24.0579
-7.49637	23.3674	23.2457	24.0596
-7.50758	23.4072	23.231	24.0614
-7.52076	23.4469	23.2149	24.0631
-7.53528	23.4867	23.1974	24.0646
-7.55032	23.5264	23.1787	24.0659
-7.56496	23.5662	23.1589	24.0669
-7.57824	23.6059	23.1381	24.0674
-7.58923	23.6457	23.1166	24.0673
-7.59713	23.6854	23.0947	24.0665
-7.60133	23.7252	23.0726	24.0649
-7.60139	23.7649	23.0505	24.0624
-7.5971	23.8047	23.0288	24.059
-7.58842	23.8444	23.0076	24.0547
-7.5755	23.8842	22.987	24.0495
-7.55863	23.9239	22.9673	24.0436
-7.53827	23.9637	22.9486	24.037
-7.51495	24.0034	22.9309	24.0298
-7.48926	24.0432	22.9144	24.022
-7.46177	24.0829	22.8991	24.0138
-7.43304	24.1227	22.8852	24.0051
-7.4036	24.1624	22.8726	23.996
-7.37391	24.2022	22.8614	23.9866
-7.34445	24.2419	22.8515	23.977
-7.31566	24.2817	22.8431	23.9671
-7.28803	24.3214	22.836	23.9571
-7.26206	24.3612	22.8303	23.947
-7.23831	24.4009	22.8261	23.9367
-7.21736	24.4407	22.8232	23.9264
-7.1998	24.4804	22.8218	23.9161
-7.18622	24.5202	22.8219	23.9057
-7.17719	24.5599	22.8235	23.8952
-7.17318	24.5997	22.8265	23.8847
-7.1745	24.6394	22.8312	23.8742
-7.18129	24.6792	22.8374	23.8637
-7.19343	24.7189	22.8453	23.8533
-7.21055	24.7587	22.8547	23.8429
-7.23207	24.7984	22.8658	23.8328
-7.25724	24.8382	22.8784	23.823
-7.28524	24.8779	22.8926	23.8137
-7.31526	24.9177	22.9081	23.805
-7.34661	24.9574	22.925	23.7971
-7.37873	24.9972	22.9429	23.7903
